,Unnamed: 0,title_x,description,url,rank,query,title_y,summary,publish_date,keywords,article_text
10,10,"Spectrum Launches Gigabit Broadband in Pamlico County, N.C.","“Spectrum is bringing gigabit broadband to unserved communities in North Carolina and across America,” said Tim Williams, Vice President of Construction at ...Read more",https://corporate.charter.com/newsroom/spectrum-expands-gigabit-broadband-in-pamlico-county-north-carolina,5,site:https://corporate.charter.com/newsroom before:2026-01-09 after:2026-01-01,"Spectrum Launches Gigabit Broadband in Pamlico County, N.C.","“Spectrum is bringing gigabit broadband to unserved communities in North Carolina and across America,” said Tim Williams, Vice President of Construction at Spectrum.
“Our investment is making it possible to deliver the high-value broadband, mobile, TV and voice services now available in Pamlico County.
Spectrum Mobile is the nation’s fastest-growing mobile provider** and combines with Spectrum Internet and Advanced Home WiFi to provide seamless connectivity inside and outside the home.
Spectrum TV offers more than 270 HD channels and access to 85,000 On Demand movies and shows.
Over the Spectrum Fiber Broadband Network and supported by our 100% U.S.-based employees, the Company offers Seamless Connectivity and Entertainment with Spectrum Internet®, Mobile, TV and Voice products.",,"spectrum, services, mobile, internet, businesses, tv, launches, pamlico, broadband, gigabit, speeds, connectivity, small, nc, county","Spectrum Internet® With Speeds Up to 1 Gig Now Available to More Than 1,200 Homes and Small Businesses

Network Buildout is Part of Spectrum’s $7 Billion Rural Construction Initiative

CHARLOTTE, N.C. — Spectrum, the #1 rural internet provider in the nation*, today announced the launch of Spectrum Internet, Mobile, TV and Voice services to more than 1,200 homes and small businesses in Pamlico County, North Carolina.

Spectrum’s multi-year rural construction initiative is driven by more than $7 billion in private investment from Spectrum and will ultimately add an additional 100,000+ miles of fiber-optic network infrastructure and deliver symmetrical and multi-gigabit speed internet access to more than 1.7 million new locations across the country.

“Spectrum is bringing gigabit broadband to unserved communities in North Carolina and across America,” said Tim Williams, Vice President of Construction at Spectrum. “Our investment is making it possible to deliver the high-value broadband, mobile, TV and voice services now available in Pamlico County. We are providing local residents and small businesses superior connectivity at highly competitive prices, backed by a team of skilled local technicians and 100% U.S.-based customer service.”

Broadband Speeds up to 1 Gbps, Plus Money-Saving Mobile Options and 85,000 On Demand Choices

Spectrum Internet delivers speeds up to 1 Gbps and Advanced WiFi for residential and small business customers, featuring starting speeds of 500 Mbps, with no modem fees, data caps or contracts. Spectrum Business Internet offers customers 1 Gbps download speeds, with 500 Mbps and 750 Mbps options. The company has also begun a network evolution that will provide gigabit upstream speeds and multiple gigabit download speeds across its entire 41-state service area.

“Pamlico County’s rural residents and businesses now have fast and dependable internet and mobile service thanks to Spectrum’s investment in our community,” said state Rep. Keith Kidwell. “This connectivity powers businesses to reach customers, families to stay in touch, teachers and students to learn, and residents to remotely access healthcare services.”

Spectrum Internet exceeded advertised download and upload speeds for all tiers measured — even during peak weeknight usage between 7 and 11 p.m. — according to the FCC’s most recent “Measuring Broadband America Fixed Broadband Report.”

Along with multiple broadband options, Spectrum services now available also include Spectrum Mobile™ and Spectrum TV®. Spectrum Mobile is the nation’s fastest-growing mobile provider** and combines with Spectrum Internet and Advanced Home WiFi to provide seamless connectivity inside and outside the home. Spectrum Mobile provides customers access to nationwide 5G at great value, with Unlimited lines starting at $30 a month, as well as By the Gig options.

Spectrum TV offers more than 270 HD channels and access to 85,000 On Demand movies and shows. Using the Spectrum TV App — the highest-rated pay TV streaming app in the U.S.*** — viewers can stream content across a growing number of platforms, including iOS and Android mobile devices, Xbox One, Kindle Fire, Samsung Smart TVs, Apple TV, Google Chromecast, Roku, Xumo TVs and PCs.

Local residents and business owners should visit spectrumruralexpansion.com to learn more about when their home or business may be able to receive Spectrum services.

* Based on December 2022 FCC Broadband Data Collection locations.

** Based on 1Q 2024 subscriber data among top 3 carriers.

*** iOS (App Store) and Android (Google Play) average ratings as of July 1, 2024. Apps must have at least 150k reviews through combination of iOS & Android store reviews as of July 1, 2024.

About Spectrum

Spectrum is a suite of advanced communications services offered by Charter Communications, Inc. (NASDAQ:CHTR), a leading broadband connectivity company available to 58 million homes and small to large businesses across 41 states. Founded in 1993, Charter has evolved from providing cable TV to streaming, and from high-speed Internet to a converged broadband, WiFi and mobile experience. Over the Spectrum Fiber Broadband Network and supported by our 100% U.S.-based employees, the Company offers Seamless Connectivity and Entertainment with Spectrum Internet®, Mobile, TV and Voice products.

More information can be found at corporate.charter.com.

Media Contact

Scott Pryzwansky, Scott.Pryzwansky@charter.com"
11,11,Spectrum News is Most-Watched News Network Among ...,"Spectrum News was the most-watched news network for reliable and objective reporting in 2025 among Spectrum customers, according to Spectrum set-top box and ...",https://corporate.charter.com/newsroom/spectrum-news-most-watched-network-ratings-2025,6,site:https://corporate.charter.com/newsroom before:2026-01-09 after:2026-01-01,Spectrum News Most-Watched News Network Among Spectrum Audiences in 2025,"Spectrum News Expanded Reach with Launch of Four New NetworksSTAMFORD, Conn. — Spectrum News was the most-watched news network for reliable and objective reporting in 2025 among Spectrum customers, according to Spectrum set-top box and streaming data.
Spectrum audiences turned to Spectrum News for important news events, severe weather, and balanced political reporting throughout the year.
Spectrum News NY1 recorded the highest viewership increase of the year and was the most-watched news network during the final New York City mayoral debate on October 22 between 7-8:30 p.m.
, recording a +85% viewership increase, and more than double (+131%) the viewership between 10-11 p.m.
*Spectrum set-top box and streaming data is sourced from all markets where Spectrum News and Spectrum Noticias are distributed.",,"spectrum, mostwatched, recorded, audiences, 2025, network, increase, pt, fox, saw, viewership, coverage, times, et","Spectrum News Expanded Reach with Launch of Four New Networks

STAMFORD, Conn. — Spectrum News was the most-watched news network for reliable and objective reporting in 2025 among Spectrum customers, according to Spectrum set-top box and streaming data.* Throughout the year, Spectrum News averaged 1.84 million daily viewing households across its linear and digital platforms, more than ABC, CBS, FOX, NBC, CNN, Fox News, and MS NOW. Among its Nielsen-rated markets, Spectrum News recorded larger year-over-year ratings increases in Dallas (+48%) and Los Angeles (+23%) than ABC, CBS, FOX, NBC, CNN, Fox News, and MS NOW. Spectrum News NY1 in New York City recorded a 4% increase in year-over-year ratings, while all other networks except Fox News posted declines.**

Spectrum News expanded in 2025 with the launch of three local news networks in Michigan, Alabama and Georgia, and Spectrum Noticias, a Spanish-language news network with local bureaus in Texas, Los Angeles, Florida, and New York City. The Spectrum News App also reached new milestones with more than 6 million mobile app installs since launching in 2020 (2.1 million unique visitors in 2025, 13% year-over-year increase) and more than 3 million connected TV installs on Xumo Stream Box, Roku and Apple TV devices since launching on CTV in 2022 (1.4 million unique visitors in 2025, 8% year-over-year increase).

Spectrum audiences turned to Spectrum News for important news events, severe weather, and balanced political reporting throughout the year.

Top Local and National Highlights Among Spectrum News Households:***

During Spectrum News 1 SoCal’s continuous coverage of the fire crisis in Los Angeles from January 7-12, more Spectrum customers turned to Spectrum News than NBC, KCAL, FOX, CNN, FOX News, and MS NOW from 5 a.m. to 11 p.m. PT each night. Spectrum News 1 saw a +77% viewership increase and recorded twice as much viewership as KCAL and 41 times more viewership than The Weather Channel.

from January 7-12, more Spectrum customers turned to Spectrum News than NBC, KCAL, FOX, CNN, FOX News, and MS NOW from 5 a.m. to 11 p.m. PT each night. Spectrum News 1 saw a +77% viewership increase and recorded twice as much viewership as KCAL and 41 times more viewership than The Weather Channel. More Spectrum customers watched Spectrum News NY1’s live special coverage during Governor Hochul’s State of the State address than all other broadcast and cable news networks on January 14 from 1:41 p.m. to 2:57 p.m. ET.

than all other broadcast and cable news networks on January 14 from 1:41 p.m. to 2:57 p.m. ET. Spectrum News NY1 recorded the highest viewership increase of the year and was the most-watched news network during the final New York City mayoral debate on October 22 between 7-8:30 p.m. ET. NY1’s exclusive pre- and post-debate coverage also garnered significant viewership increases, with a +59% increase between 6:30-7 p.m. ET, and a +172% viewership increase between 8:30-10 p.m. ET.

on October 22 between 7-8:30 p.m. ET. NY1’s exclusive pre- and post-debate coverage also garnered significant viewership increases, with a +59% increase between 6:30-7 p.m. ET, and a +172% viewership increase between 8:30-10 p.m. ET. Spectrum News NY1 was the most-watched news network on July 28 from 7:30-11:15 p.m. ET during coverage of a mass shooting in midtown , recording a +85% viewership increase, and more than double (+131%) the viewership between 10-11 p.m. ET during updates on the victims and the shooter as well as Mayor Adams’ press conference.

, recording a +85% viewership increase, and more than double (+131%) the viewership between 10-11 p.m. ET during updates on the victims and the shooter as well as Mayor Adams’ press conference. Spectrum News 13 (Orlando) was the most-watched news network among Spectrum customers during special live coverage of the manned launch of SpaceX Falcon 9 on August 1 from 11:32 am to 12:08 p.m. ET. During that same timeframe, Spectrum News 13 saw a viewership increase of 52% and also recorded four times more viewership than ABC and NBC, and 18 times more viewership than FOX, who all aired live coverage of the launch.

on August 1 from 11:32 am to 12:08 p.m. ET. During that same timeframe, Spectrum News 13 saw a viewership increase of 52% and also recorded four times more viewership than ABC and NBC, and 18 times more viewership than FOX, who all aired live coverage of the launch. Spectrum News 1 North Carolina was the most-watched news network during the height of the first winter storm of the year on January 10 from 2-4 p.m. ET. Spectrum News 1 saw a +95% increase in viewership during that time period, recording two times higher viewership than NBC and ABC, and four times more than The Weather Channel.

on January 10 from 2-4 p.m. ET. Spectrum News 1 saw a +95% increase in viewership during that time period, recording two times higher viewership than NBC and ABC, and four times more than The Weather Channel. In Buffalo, New York, Spectrum News 1’s live continuous coverage of the Church Street fire was the most-watched from 3-4 p.m. ET on May 1 during the press conference by local officials and saw a +74% viewership increase. During that same timeframe, Spectrum News 1 recorded 3.1 times higher viewership than CNN, 2.9 times that of MS NOW, and 2.2 times that of CBS.

was the most-watched from 3-4 p.m. ET on May 1 during the press conference by local officials and saw a +74% viewership increase. During that same timeframe, Spectrum News 1 recorded 3.1 times higher viewership than CNN, 2.9 times that of MS NOW, and 2.2 times that of CBS. During escalations between the National Guard and immigration policy protestors in downtown LA, Spectrum News 1’s live coverage of the real-time events was the most watched on June 8 from 3-4 p.m. PT. Spectrum News 1 saw continuous viewership increases throughout the afternoon, from 1-2 p.m. PT (+24%), 2-3 p.m. PT (+65%), 3-4 p.m. PT (+92%), and spiked from 4-5 p.m. PT (+104%).

in downtown LA, Spectrum News 1’s live coverage of the real-time events was the most watched on June 8 from 3-4 p.m. PT. Spectrum News 1 saw continuous viewership increases throughout the afternoon, from 1-2 p.m. PT (+24%), 2-3 p.m. PT (+65%), 3-4 p.m. PT (+92%), and spiked from 4-5 p.m. PT (+104%). Spectrum News’ network-wide special coverage of President Donald Trump’s second inauguration on January 20 from 11 a.m. to 7 p.m. ET beat ABC, CBS, FOX, NBC, CNN, and MS NOW among Spectrum News households across the country and recorded a +40% viewership increase.

*Spectrum set-top box and streaming data is sourced from all markets where Spectrum News and Spectrum Noticias are distributed. A minimum of five consecutive minutes of viewing is required for inclusion as a viewing household of any network (e.g. ABC, CNN, Spectrum News, etc).

**Nielsen metrics are based on Live+SD, Total Day household impressions in the following DMAs: Charlotte, Cleveland, Dallas, Los Angeles, New York, Orlando and Tampa. Ratings comparison period is Jan 1 - Nov 30 of 2024 and 2025.

***Ratings averages are as compared to the previous 30-day average, unless noted otherwise.

About Spectrum Networks

Spectrum Networks is a series of 24/7 news and sports networks owned and operated by Charter Communications, Inc. (NASDAQ:CHTR), a leading broadband connectivity company with services available to 58 million homes and small to large businesses in 41 states, supported by our 100% U.S.-based employees. Spectrum Networks carry distinct, comprehensive, and exclusive local programming on over 30 networks across Charter’s footprint. More information on Spectrum Networks is available at spectrumlocalnews.com.

Media Contact

Claudia Claussen, Claudia.Claussen@charter.com"
12,12,Los Angeles Lakers Games on Spectrum Front Row in Apple ...,"Users with a free NBA ID will also have access to live games, full-game replays, and highlights via the NBA app.Read more",https://corporate.charter.com/newsroom/los-angeles-lakers-games-on-spectrum-front-row-in-apple-immersive-tip-off-january-nine,7,site:https://corporate.charter.com/newsroom before:2026-01-09 after:2026-01-01,Los Angeles Lakers Games on Spectrum Front Row in Apple Immersive Tips Off Jan 9,"STAMFORD, Conn. — Spectrum and Apple today unveiled the schedule for Spectrum Front Row™ in Apple Immersive, which will feature a series of live basketball games in a revolutionary storytelling format on Apple Vision Pro.
Spectrum Front Row in Apple Immersive brings viewers closer to each pass, shot, and block.
Spectrum Front Row in Apple Immersive will be available on Apple Vision Pro (M5) and Apple Vision Pro (M2) with visionOS 26 or later.
Spectrum Front Row in Apple Immersive will not be available in Canada, China mainland, Hong Kong, or Taiwan.
Today, Apple leads the world in innovation with iPhone, iPad, Mac, AirPods, Apple Watch, and Apple Vision Pro.",,"nba, spectrum, los, available, games, immersive, app, angeles, lakers, live, jan, apple, row, vision, replays, tips, pro","STAMFORD, Conn. — Spectrum and Apple today unveiled the schedule for Spectrum Front Row™ in Apple Immersive, which will feature a series of live basketball games in a revolutionary storytelling format on Apple Vision Pro. Beginning this Friday, January 9, Apple Vision Pro users in the Lakers’ regional broadcast territory — Southern California, Hawaii, and parts of southern Nevada, including Las Vegas — will be able to watch select 2026 Lakers games live in Apple Immersive through the new Spectrum SportsNet app, or the NBA App. Full-game replays and highlights will be available nationwide, and in select international markets where Apple Vision Pro is available, with the first game replay available starting this Sunday, January 11.

Game Schedule

Friday, January 9, 2026

Milwaukee Bucks vs. Los Angeles Lakers

Crypto.com Arena

7:30 p.m. PT

Thursday, February 5, 2026

Philadelphia 76ers vs. Los Angeles Lakers

Crypto.com Arena

7 p.m. PT

Friday, February 20, 2026

Los Angeles Clippers vs. Los Angeles Lakers

Crypto.com Arena

7 p.m. PT

Thursday, March 5, 2026

Los Angeles Lakers at Denver Nuggets

Ball Arena

7 p.m. PT

Tuesday, March 10, 2026

Minnesota Timberwolves vs. Los Angeles Lakers

Crypto.com Arena

8 p.m. PT

Monday, March 30, 2026

Washington Wizards vs. Los Angeles Lakers

Crypto.com Arena

7 p.m. PT

A Front-Row Experience for Lakers Fans

Apple Immersive places viewers at the center of live events and stories as they unfold. Spectrum Front Row in Apple Immersive is directed and produced for Apple Vision Pro with a feed of up to 150mbps and seven unique viewing angles: the scorer’s table, the area beneath each basket, a high-and-wide view of the arena, the player tunnel, the broadcast booth, and a roaming courtside perspective for interviews and commentary. The broadcast team features Emmy Award-winning play-by-play commentator Mark Rogondino and three-time NBA champion and former Lakers forward Danny Green as analyst.

Spectrum Front Row in Apple Immersive brings viewers closer to each pass, shot, and block. In-game graphics, including lower thirds, player rosters, game and shot clocks, and scores, appear in 3D, as if they’re floating directly in front of the viewer. Ambisonic microphones capture Spatial Audio of the arena, so viewers hear the crisp squeaks of sneakers driving up and down the court, the swish of the net when a player drains a three-pointer, and the roar of the crowd during intense moments of gameplay. During timeouts, halftimes, and other breaks in the action, the broadcast remains live inside the arena, showcasing pregame introductions, team huddles, and even in-arena entertainment.

How to Watch Spectrum Front Row in Apple Immersive

It’s easy for Lakers fans to watch Spectrum Front Row in Apple Immersive:

In Southern California, Hawaii, and parts of Nevada , Spectrum Internet customers and video subscribers of any provider with a package that includes Spectrum SportsNet can access live games, full-game replays, and highlights by downloading the new Spectrum SportsNet app for Apple Vision Pro and authenticating their active subscription. Users with a free NBA ID will also have access to live games, full-game replays, and highlights via the NBA app.

, Spectrum Internet customers and video subscribers of any provider with a package that includes Spectrum SportsNet can access live games, full-game replays, and highlights by downloading the new Spectrum SportsNet app for Apple Vision Pro and authenticating their active subscription. Users with a free NBA ID will also have access to live games, full-game replays, and highlights via the NBA app. In all other US markets , Apple Vision Pro users with a free NBA ID will have access to full-game replays and highlights in the NBA app as early as 24 hours after the live game ends. All Spectrum Internet and TV subscribers outside the Lakers’ broadcast territory can also access full-game replays and highlights via the Spectrum SportsNet app.

, Apple Vision Pro users with a free NBA ID will have access to full-game replays and highlights in the NBA app as early as 24 hours after the live game ends. All Spectrum Internet and TV subscribers outside the Lakers’ broadcast territory can also access full-game replays and highlights via the Spectrum SportsNet app. Outside of the US, Apple Vision Pro users in Japan, Singapore, and South Korea can access live games using the NBA app with a free NBA ID. Apple Vision Pro users with a free NBA ID in Australia, France, Germany, Japan, Singapore, South Korea, the UAE, and the UK can access full-game replays and highlights on demand via the NBA App as early as 24 hours after each live game.

Pricing and Availability

Apple Vision Pro with the M5 chip starts at $3,499 (U.S.). It is available in Australia, Canada, China mainland, France, Germany, Hong Kong, Japan, Singapore, South Korea, Taiwan, the UAE, the UK, and the U.S.

Customers can book a demo of Apple Vision Pro online. Demos are hosted at all Apple Store locations where Vision Pro is available.

Spectrum Front Row in Apple Immersive will be available on Apple Vision Pro (M5) and Apple Vision Pro (M2) with visionOS 26 or later.

The Spectrum SportsNet app for Apple Vision Pro is now available for free in the U.S. A subscription to Spectrum Internet, or a video subscription to any provider with a package that includes Spectrum SportsNet, is required to watch Spectrum Front Row in Apple Immersive. The Spectrum TV App for iPad is also available on Vision Pro, allowing subscribers to watch traditional game broadcasts live or on demand.

The NBA App for Apple Vision Pro is available for free in Australia, Canada, France, Germany, Hong Kong, Japan, Singapore, South Korea, Taiwan, the UAE, the UK, and the U.S. The Lakers in Apple Immersive will not be available in Canada, China mainland, Hong Kong, and Taiwan. An NBA ID is required to watch Spectrum Front Row in Apple Immersive, where available. NBA League Pass is required to watch traditional game broadcasts live or on demand.

Spectrum Front Row in Apple Immersive will not be available in Canada, China mainland, Hong Kong, or Taiwan.

About Spectrum

Spectrum is a suite of advanced communications services offered by Charter Communications, Inc. (NASDAQ:CHTR), a leading broadband connectivity company available to 58 million homes and small to large businesses across 41 states. Founded in 1993, Charter has evolved from providing cable TV to streaming, and from high-speed Internet to a converged broadband, WiFi and mobile experience. Over the Spectrum Fiber Broadband Network and supported by our 100% U.S.-based employees, the Company offers Seamless Connectivity and Entertainment with Spectrum Internet®, Mobile, TV and Voice products.

More information can be found at corporate.charter.com.

About Apple

Apple revolutionized personal technology with the introduction of the Macintosh in 1984. Today, Apple leads the world in innovation with iPhone, iPad, Mac, AirPods, Apple Watch, and Apple Vision Pro. Apple’s six software platforms — iOS, iPadOS, macOS, watchOS, visionOS, and tvOS — provide seamless experiences across all Apple devices and empower people with breakthrough services including the App Store, Apple Music, Apple Pay, iCloud, and Apple TV. Apple’s more than 150,000 employees are dedicated to making the best products on earth and to leaving the world better than we found it.

Media Contacts

Spectrum:

Bret Picciolo, Bret.Picciolo@charter.com

Apple:

Zach Kahn, zkahn@apple.com"
13,13,Press Room - Comcast Corporation - Xfinity,"Comcast Business announced it has closed 2025 with one of the most extensive waves of independent analyst recognition in its history, cementing its position as ...",https://corporate.comcast.com/press?page=3,1,site:https://corporate.comcast.com/press before:2026-01-09 after:2026-01-01,Press Room,,2017-12-02 23:19:59+00:00,"press, room",
14,14,Xumo Introduces Advanced Identity Solution to Power Smarter ...,"Xumo, the streaming joint venture between Comcast and Charter Communications, today announced the launch of a new advanced identity solution designed to help ...",https://corporate.comcast.com/press/releases/xumo-introduces-advanced-identity-solution-smarter-streaming-investments,2,site:https://corporate.comcast.com/press before:2026-01-09 after:2026-01-01,Xumo Introduces Advanced Identity Solution to Power Smarter Streaming Investments,,2026-01-05 19:55:00+00:00,"streaming, introduces, identity, advanced, investments, smarter, power, solution, xumo",
15,15,NBCUniversal's Peacock to Be First Streamer to Integrate ...,"Throughout 2026, Peacock will be onboarding more live sports into Dolby Vision and Atmos experiences, including Sunday Night Football, NBA, and MLB, making ...",https://corporate.comcast.com/press/releases/nbcuniversals-peacock-first-streamer-integrate-dolby-full-suite-premium-picture-sound-innovations,3,site:https://corporate.comcast.com/press before:2026-01-09 after:2026-01-01,NBCUniversal’s Peacock to Be First Streamer to Integrate Dolby’s Full Suite of Premium Picture and Sound Innovations,,2026-01-06 19:55:00+00:00,"streamer, innovations, suite, dolbys, sound, peacock, nbcuniversals, premium, picture, integrate",
16,16,Record-Setting Season as “Sunday Night Football” on NBC ...,NBC Sports capped its milestone 20th season of Sunday Night Football this past weekend as primetime's #1 show continued its unprecedented run pacing for a ...,https://corporate.comcast.com/press/releases/record-setting-season-sunday-night-football-nbc-peacock-23-million-viewers-1-show-15th-consecutive-year,4,site:https://corporate.comcast.com/press before:2026-01-09 after:2026-01-01,Record-Setting Season as “Sunday Night Football” on NBC and Peacock Averages 23.5 Million Viewers & Paces as Primetime’s #1 Show for Unprecedented 15th Consecutive Year,,2026-01-07 19:55:00+00:00,"million, night, primetimes, unprecedented, recordsetting, season, peacock, viewers, nbc, paces",
17,17,NBC Olympics Announces 82 Commentators for Coverage of ...,"Mike Tirico leads a roster of 82 commentators for NBCUniversal's coverage of the Milan Cortina 2026 Olympic Winter Games, scheduled for Feb. 6-22.",https://corporate.comcast.com/press/releases/nbc-olympics-announces-82-commentators-coverage-milan-cortina-2026-olympic-winter-games,5,site:https://corporate.comcast.com/press before:2026-01-09 after:2026-01-01,NBC Olympics Announces 82 Commentators for Coverage of the Milan Cortina 2026 Olympic Winter Games,,2026-01-06 16:15:00+00:00,"games, coverage, olympics, nbc, winter, announces, cortina, milan, commentators, olympic",
18,18,"NBCUniversal, RPA, FreeWheel, and Newton Research ...","Today NBCUniversal, independent agency RPA, FreeWheel, and Newton Research announced a partnership to introduce a breakthrough approach to buying premium video ...",https://corporate.comcast.com/press/releases/nbcuniversal-rpa-freewheel-newton-research-agentic-ai-buying-across-linear-digital-premium-video,6,site:https://corporate.comcast.com/press before:2026-01-09 after:2026-01-01,"NBCUniversal, RPA, FreeWheel, and Newton Research Introduce Agentic AI Buying Across Linear and Digital for Premium Video",,2026-01-06 19:55:00+00:00,"video, newton, freewheel, rpa, research, linear, premium, nbcuniversal, introduce, digital",
19,19,Celebrating 100 Years of NBC: TODAY Looks Back at a ...,"NBCUniversal will host 40% of the industry's major live events in 2026, beginning with Legendary February, an extraordinary 17-day stretch featuring the Super ...",https://corporate.comcast.com/press/releases/celebrating-100-years-of-nbc-today-looks-back-at-a-century-of-broadcast,7,site:https://corporate.comcast.com/press before:2026-01-09 after:2026-01-01,Celebrating 100 Years of NBC: TODAY Looks Back at a Century of Broadcast,,2026-01-06 19:55:00+00:00,"celebrating, century, 100, broadcast, nbc, today, looks",
20,20,Super Bowl LX and Milan Cortina 2026 Olympic Winter ...,"NBC and Peacock will be home to the biggest day in sports, showcasing Super Bowl LX in Santa Clara, Calif., and the Milan Cortina 2026 Olympic Winter Games, ...",https://corporate.comcast.com/press/releases/super-bowl-lx-milan-cortina-2026-olympic-winter-games-headline-legendary-february-nbc-peacock,8,site:https://corporate.comcast.com/press before:2026-01-09 after:2026-01-01,Super Bowl LX and Milan Cortina 2026 Olympic Winter Games Headline Legendary February 8 Schedule on NBC & Peacock,,2026-01-07 19:55:00+00:00,"legendary, schedule, headline, peacock, lx, winter, nbc, super, milan, olympic",
21,21,For NBC Sports' Coverage of The Milan Cortina 2026 Olympic ...,"NBCUniversal today announced new dynamic features coming to Peacock during Legendary February (the 2026 Milan Cortina Winter Olympics, Super Bowl LX, and 2026 ...",https://corporate.comcast.com/press/releases/peacock-adds-features-rinkside-live-courtside-live-nbc-sports-coverage-milan-cortina-2026-olympic-games-nba,9,site:https://corporate.comcast.com/press before:2026-01-09 after:2026-01-01,For NBC Sports' Coverage of The Milan Cortina 2026 Olympic Games and The NBA,,2026-01-07 16:10:00+00:00,"nba, games, coverage, nbc, 2026, cortina, milan, olympic",
